6.0,2.0,6.0,6.0,0.0
6.0,1.0,7.0,6.0,300.0
7.0,1.0,7.0,7.0,-10.0
7.0,0.0,6.0,6.0,-1.0
6.0,1.0,7.0,7.0,300.0
7.0,0.0,6.0,6.0,-1.0
6.0,1.0,7.0,7.0,300.0
7.0,1.0,7.0,7.0,-10.0
7.0,0.0,6.0,6.0,-1.0
6.0,1.0,7.0,7.0,300.0
